DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): api.telegram.org:443
DEBUG:urllib3.connectionpool:https://api.telegram.org:443 "GET /bot1722410502:AAEnCdc8z1VWd-RF9-k127GDAN6cZZoShlw/getUpdates?offset=1&timeout=20 HTTP/1.1" 200 23
DEBUG:urllib3.connectionpool:https://api.telegram.org:443 "GET /bot1722410502:AAEnCdc8z1VWd-RF9-k127GDAN6cZZoShlw/getUpdates?offset=1&timeout=20 HTTP/1.1" 200 409
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): api.telegram.org:443
DEBUG:urllib3.connectionpool:https://api.telegram.org:443 "POST /bot1722410502:AAEnCdc8z1VWd-RF9-k127GDAN6cZZoShlw/sendMessage?chat_id=503961185&text=Kirill+%2C+%D1%82%D1%8B+%D0%BF%D0%BE%D0%BC%D1%8B%D0%BB%D1%81%D1%8F%3F&reply_markup=%7B%22inline_keyboard%22%3A+%5B%5B%7B%22text%22%3A+%22Yes%22%2C+%22callback_data%22%3A+%22cb_yes%22%7D%2C+%7B%22text%22%3A+%22No%22%2C+%22callback_data%22%3A+%22cb_no%22%7D%5D%5D%7D HTTP/1.1" 200 460
DEBUG:urllib3.connectionpool:https://api.telegram.org:443 "GET /bot1722410502:AAEnCdc8z1VWd-RF9-k127GDAN6cZZoShlw/getUpdates?offset=754280699&timeout=20 HTTP/1.1" 200 729
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): api.telegram.org:443
DEBUG:urllib3.connectionpool:https://api.telegram.org:443 "POST /bot1722410502:AAEnCdc8z1VWd-RF9-k127GDAN6cZZoShlw/sendMessage?chat_id=503961185&text=%D0%9A%D1%80%D0%B0%D1%81%D1%83%D1%87%D0%B8%D0%BA%21+%D0%A7%D0%B8%D1%81%D1%82%D0%BE+%D1%81%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%B0%D0%BD%D0%BE%21 HTTP/1.1" 200 414
DEBUG:urllib3.connectionpool:https://api.telegram.org:443 "POST /bot1722410502:AAEnCdc8z1VWd-RF9-k127GDAN6cZZoShlw/answerCallbackQuery?callback_query_id=2164496809111726763&text=Answer+is+Yes HTTP/1.1" 200 25
DEBUG:urllib3.connectionpool:https://api.telegram.org:443 "GET /bot1722410502:AAEnCdc8z1VWd-RF9-k127GDAN6cZZoShlw/getUpdates?offset=754280700&timeout=20 HTTP/1.1" 200 377
DEBUG:urllib3.connectionpool:https://api.telegram.org:443 "POST /bot1722410502:AAEnCdc8z1VWd-RF9-k127GDAN6cZZoShlw/sendMessage?chat_id=503961185&text=%D0%9A%D0%B0%D0%BA+%D0%B4%D0%B5%D0%BB%D0%B0%3F&reply_to_message_id=4 HTTP/1.1" 200 661
DEBUG:urllib3.connectionpool:https://api.telegram.org:443 "GET /bot1722410502:AAEnCdc8z1VWd-RF9-k127GDAN6cZZoShlw/getUpdates?offset=754280701&timeout=20 HTTP/1.1" 200 23
DEBUG:urllib3.connectionpool:https://api.telegram.org:443 "GET /bot1722410502:AAEnCdc8z1VWd-RF9-k127GDAN6cZZoShlw/getUpdates?offset=754280701&timeout=20 HTTP/1.1" 200 23
DEBUG:urllib3.connectionpool:https://api.telegram.org:443 "GET /bot1722410502:AAEnCdc8z1VWd-RF9-k127GDAN6cZZoShlw/getUpdates?offset=754280701&timeout=20 HTTP/1.1" 200 23
DEBUG:urllib3.connectionpool:https://api.telegram.org:443 "GET /bot1722410502:AAEnCdc8z1VWd-RF9-k127GDAN6cZZoShlw/getUpdates?offset=754280701&timeout=20 HTTP/1.1" 200 23
DEBUG:urllib3.connectionpool:https://api.telegram.org:443 "GET /bot1722410502:AAEnCdc8z1VWd-RF9-k127GDAN6cZZoShlw/getUpdates?offset=754280701&timeout=20 HTTP/1.1" 200 23
DEBUG:urllib3.connectionpool:https://api.telegram.org:443 "GET /bot1722410502:AAEnCdc8z1VWd-RF9-k127GDAN6cZZoShlw/getUpdates?offset=754280701&timeout=20 HTTP/1.1" 200 23
DEBUG:urllib3.connectionpool:https://api.telegram.org:443 "GET /bot1722410502:AAEnCdc8z1VWd-RF9-k127GDAN6cZZoShlw/getUpdates?offset=754280701&timeout=20 HTTP/1.1" 200 23
DEBUG:urllib3.connectionpool:https://api.telegram.org:443 "GET /bot1722410502:AAEnCdc8z1VWd-RF9-k127GDAN6cZZoShlw/getUpdates?offset=754280701&timeout=20 HTTP/1.1" 200 23
DEBUG:urllib3.connectionpool:https://api.telegram.org:443 "GET /bot1722410502:AAEnCdc8z1VWd-RF9-k127GDAN6cZZoShlw/getUpdates?offset=754280701&timeout=20 HTTP/1.1" 200 23
